seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr3	40566427	40566624	198	*	X1549	285268	40566376	40581043	14668	+	0	inside	50	ZNF621
chr3	42003497	42003779	283	*	X1551	54986	41288090	42003660	715571	-	0	overlapStart	0	ULK4
chr3	42642148	42642313	166	*	X1555	4820	42642147	42690233	48087	+	0	inside	0	NKTR
chr3	42642148	42642313	166	*	X1555	9117	42589459	42642572	53114	-	0	inside	258	SEC22C
chr3	42845890	42845995	106	*	X1556	1238	42846246	42941826	95581	+	250	upstream	250	ACKR2
chr3	42845890	42845995	106	*	X1556	25994	42824400	42846027	21628	-	0	inside	31	HIGD1A
chr3	43732170	43732276	107	*	X1558	51099	43732375	43764217	31843	+	98	upstream	98	ABHD5
chr3	44379685	44379755	71	*	X1560	285343	44379611	44450940	71330	+	0	inside	73	TCAIM
chr3	44379775	44379797	23	*	X1561	285343	44379611	44450940	71330	+	0	inside	163	TCAIM
chr3	44666462	44666627	166	*	X1564	10168	44666511	44689963	23453	+	0	overlapStart	0	ZNF197
chr3	44690068	44690102	35	*	X1566	7584	44690233	44702283	12051	+	130	upstream	130	ZNF35
chr3	44690135	44690372	238	*	X1567	7584	44690233	44702283	12051	+	0	overlapStart	0	ZNF35
chr3	44803073	44803391	319	*	X1568	56992	44803209	44894748	91540	+	0	overlapStart	0	KIF15
chr3	44803073	44803391	319	*	X1568	57456	44790236	44803173	12938	-	0	overlapStart	0	KIAA1143
chr3	44803487	44803519	33	*	X1569	56992	44803209	44894748	91540	+	0	inside	277	KIF15
chr3	44803487	44803519	33	*	X1569	57456	44790236	44803173	12938	-	313	upstream	313	KIAA1143
chr3	44803551	44803626	76	*	X1570	57456	44790236	44803173	12938	-	377	upstream	377	KIAA1143
chr3	45017911	45017921	11	*	X1571	51304	44956753	45017674	60922	-	236	upstream	236	ZDHHC3
chr3	45430008	45430210	203	*	X1574	23395	45430075	45590328	160254	+	0	overlapStart	0	LARS2
chr3	45635885	45635949	65	*	X1575	8994	45636323	45722755	86433	+	373	upstream	373	LIMD1
chr3	45730283	45730329	47	*	X1576	22908	45730754	45786900	56147	+	424	upstream	424	SACM1L
chr3	45730283	45730329	47	*	X1576	644714	45719657	45730374	10718	-	0	inside	44	LIMD1-AS1
chr3	45730343	45731047	705	*	X1577	22908	45730754	45786900	56147	+	0	overlapStart	0	SACM1L
chr3	45730343	45731047	705	*	X1577	644714	45719657	45730374	10718	-	0	overlapStart	0	LIMD1-AS1
chr3	47204716	47204734	19	*	X1579	285352	47205860	47285606	79747	+	1125	upstream	1125	KIF9-AS1
chr3	47204759	47204793	35	*	X1580	285352	47205860	47285606	79747	+	1066	upstream	1066	KIF9-AS1
chr3	47204806	47204811	6	*	X1581	285352	47205860	47285606	79747	+	1048	upstream	1048	KIF9-AS1
chr3	47324001	47324128	128	*	X1582	23276	47324330	47388306	63977	+	201	upstream	201	KLHL18
chr3	47324001	47324128	128	*	X1582	64147	47269516	47324337	54822	-	0	inside	208	KIF9
chr3	47324181	47324508	328	*	X1583	23276	47324330	47388306	63977	+	0	overlapStart	0	KLHL18
chr3	47324181	47324508	328	*	X1583	64147	47269516	47324337	54822	-	0	overlapStart	0	KIF9
chr3	47422436	47422613	178	*	X1584	25930	47422491	47454931	32441	+	0	overlapStart	0	PTPN23
chr3	47823306	47823319	14	*	X1586	6599	47627378	47823596	196219	-	0	inside	276	SMARCC1
chr3	47844630	47844774	145	*	X1587	22907	47844399	47891686	47288	+	0	inside	230	DHX30
chr3	48282534	48282836	303	*	X1592	51385	48282596	48329115	46520	+	0	overlapStart	0	ZNF589
chr3	48342743	48343069	327	*	X1593	10201	48335589	48342886	7298	-	0	overlapStart	0	NME6
chr3	48601801	48601819	19	*	X1599	90226	48599151	48601201	2051	-	599	upstream	599	UCN2
chr3	49066715	49066929	215	*	X1600	3615	49061762	49066875	5114	-	0	overlapStart	0	IMPDH2
chr3	49131744	49131775	32	*	X1601	54870	49067142	49131504	64363	-	239	upstream	239	QRICH1
chr3	49131845	49132008	164	*	X1602	54870	49067142	49131504	64363	-	340	upstream	340	QRICH1
chr3	49132073	49132087	15	*	X1603	54870	49067142	49131504	64363	-	568	upstream	568	QRICH1
chr3	49171148	49171190	43	*	X1604	3913	49158547	49170599	12053	-	548	upstream	548	LAMB2
chr3	49203755	49203783	29	*	X1605	64925	49199968	49203785	3818	-	0	inside	1	CCDC71
chr3	49203796	49203816	21	*	X1606	64925	49199968	49203785	3818	-	10	upstream	10	CCDC71
chr3	49377411	49377446	36	*	X1607	7375	49314577	49377536	62960	-	0	inside	89	USP4
chr3	49377558	49377689	132	*	X1608	7375	49314577	49377536	62960	-	21	upstream	21	USP4
chr3	49448852	49448885	34	*	X1609	6988	49449639	49453909	4271	+	753	upstream	753	TCTA
chr3	49449275	49449404	130	*	X1610	387	49396579	49449526	52948	-	0	inside	121	RHOA
chr3	49449275	49449404	130	*	X1610	6988	49449639	49453909	4271	+	234	upstream	234	TCTA
chr3	49449557	49449724	168	*	X1611	387	49396579	49449526	52948	-	30	upstream	30	RHOA
chr3	49449557	49449724	168	*	X1611	6988	49449639	49453909	4271	+	0	overlapStart	0	TCTA
chr3	49449738	49449755	18	*	X1612	387	49396579	49449526	52948	-	211	upstream	211	RHOA
chr3	49449738	49449755	18	*	X1612	6988	49449639	49453909	4271	+	0	inside	98	TCTA
chr3	49449874	49449928	55	*	X1613	387	49396579	49449526	52948	-	347	upstream	347	RHOA
chr3	49449874	49449928	55	*	X1613	6988	49449639	49453909	4271	+	0	inside	234	TCTA
chr3	49726848	49726906	59	*	X1615	4485	49721380	49726196	4817	-	651	upstream	651	MST1
chr3	49726848	49726906	59	*	X1615	63891	49726950	49758962	32013	+	43	upstream	43	RNF123
chr3	49727010	49727138	129	*	X1616	4485	49721380	49726196	4817	-	813	upstream	813	MST1
chr3	49727010	49727138	129	*	X1616	63891	49726950	49758962	32013	+	0	inside	59	RNF123
chr3	50336599	50336625	27	*	X1621	24142	50333833	50336899	3067	-	0	inside	273	NAA80
chr3	50336599	50336625	27	*	X1621	8372	50330259	50336899	6641	-	0	inside	273	HYAL3
chr3	50336668	50336788	121	*	X1622	24142	50333833	50336899	3067	-	0	inside	110	NAA80
chr3	50336668	50336788	121	*	X1622	8372	50330259	50336899	6641	-	0	inside	110	HYAL3
chr3	50336861	50336877	17	*	X1623	24142	50333833	50336899	3067	-	0	inside	21	NAA80
chr3	50336861	50336877	17	*	X1623	8372	50330259	50336899	6641	-	0	inside	21	HYAL3
chr3	50388127	50388231	105	*	X1627	10641	50384919	50388486	3568	-	0	inside	254	NPRL2
chr3	50388127	50388231	105	*	X1627	11068	50388297	50391496	3200	+	65	upstream	65	CYB561D2
chr3	50388250	50388284	35	*	X1628	10641	50384919	50388486	3568	-	0	inside	201	NPRL2
chr3	50388250	50388284	35	*	X1628	11068	50388297	50391496	3200	+	12	upstream	12	CYB561D2
chr3	50388309	50388456	148	*	X1629	10641	50384919	50388486	3568	-	0	inside	29	NPRL2
chr3	50388309	50388456	148	*	X1629	11068	50388297	50391496	3200	+	0	inside	11	CYB561D2
chr3	50396851	50396898	48	*	X1630	11070	50392180	50396939	4760	-	0	inside	40	TMEM115
chr3	50396963	50396979	17	*	X1631	11070	50392180	50396939	4760	-	23	upstream	23	TMEM115
chr3	50397005	50397024	20	*	X1632	11070	50392180	50396939	4760	-	65	upstream	65	TMEM115
chr3	50397057	50397129	73	*	X1633	11070	50392180	50396939	4760	-	117	upstream	117	TMEM115
chr3	50606625	50606854	230	*	X1634	51409	50606583	50622421	15839	+	0	inside	41	HEMK1
chr3	51422598	51422647	50	*	X1636	7873	51422692	51426828	4137	+	44	upstream	44	MANF
chr3	51422661	51422676	16	*	X1637	7873	51422692	51426828	4137	+	15	upstream	15	MANF
chr3	51422723	51422828	106	*	X1638	7873	51422692	51426828	4137	+	0	inside	30	MANF
chr3	51533946	51534133	188	*	X1639	9730	51433298	51534018	100721	-	0	overlapStart	0	DCAF1
chr3	52029742	52030110	369	*	X1641	6159	52027644	52029958	2315	-	0	overlapStart	0	RPL29
chr3	52091110	52091228	119	*	X1643	1849	52082937	52090461	7525	-	648	upstream	648	DUSP7
chr3	52091263	52091290	28	*	X1644	1849	52082937	52090461	7525	-	801	upstream	801	DUSP7
chr3	52273272	52273426	155	*	X1645	11344	52262626	52273183	10558	-	88	upstream	88	TWF2
chr3	52312328	52312392	65	*	X1648	80335	52288438	52312659	24222	-	0	inside	266	WDR82
chr3	52312521	52312616	96	*	X1649	80335	52288438	52312659	24222	-	0	inside	42	WDR82
chr3	52443981	52444007	27	*	X1650	51533	52444527	52457657	13131	+	519	upstream	519	PHF7
chr3	52443981	52444007	27	*	X1650	8314	52435020	52444121	9102	-	0	inside	113	BAP1
chr3	52489620	52489633	14	*	X1651	11188	52489524	52527088	37565	+	0	inside	95	NISCH
chr3	52489620	52489633	14	*	X1651	7134	52485107	52488057	2951	-	1562	upstream	1562	TNNC1
chr3	52489662	52489679	18	*	X1652	11188	52489524	52527088	37565	+	0	inside	137	NISCH
chr3	52489662	52489679	18	*	X1652	7134	52485107	52488057	2951	-	1604	upstream	1604	TNNC1
chr3	52570667	52570719	53	*	X1653	440957	52570621	52574586	3966	+	0	inside	45	SMIM4
chr3	52570667	52570719	53	*	X1653	64943	52558385	52569093	10709	-	1573	upstream	1573	NT5DC2
chr3	52719864	52720115	252	*	X1654	26354	52719936	52728510	8575	+	0	overlapStart	0	GNL3
chr3	52719864	52720115	252	*	X1654	55193	52579368	52719866	140499	-	0	overlapStart	0	PBRM1
chr3	52720157	52720195	39	*	X1655	26354	52719936	52728510	8575	+	0	inside	220	GNL3
chr3	52720157	52720195	39	*	X1655	55193	52579368	52719866	140499	-	290	upstream	290	PBRM1
chr3	52739816	52739968	153	*	X1656	28972	52739857	52742197	2341	+	0	overlapStart	0	SPCS1
chr3	52739816	52739968	153	*	X1656	55830	52728504	52740048	11545	-	0	inside	79	GLT8D1
chr3	52740154	52740250	97	*	X1657	28972	52739857	52742197	2341	+	0	inside	296	SPCS1
chr3	52740154	52740250	97	*	X1657	55830	52728504	52740048	11545	-	105	upstream	105	GLT8D1
chr3	52740388	52740402	15	*	X1658	55830	52728504	52740048	11545	-	339	upstream	339	GLT8D1
chr3	52804979	52805170	192	*	X1659	6787	52744796	52804965	60170	-	13	upstream	13	NEK4
chr3	53381396	53381630	235	*	X1661	55802	53317445	53381654	64210	-	0	inside	23	DCP1A
chr3	53381769	53381917	149	*	X1662	55802	53317445	53381654	64210	-	114	upstream	114	DCP1A
chr3	53915907	53915941	35	*	X1663	93973	53901094	53916229	15136	-	0	inside	287	ACTR8
chr3	53915990	53916230	241	*	X1664	93973	53901094	53916229	15136	-	0	overlapStart	0	ACTR8
chr3	56716890	56717018	129	*	X1667	23272	56654160	56717135	62976	-	0	inside	116	TASOR
chr3	56717072	56717095	24	*	X1668	23272	56654160	56717135	62976	-	0	inside	39	TASOR
chr3	56717548	56717705	158	*	X1669	23272	56654160	56717135	62976	-	412	upstream	412	TASOR
chr3	57542040	57542057	18	*	X1670	201626	57541981	57547768	5788	+	0	inside	58	PDE12
chr3	57542072	57542105	34	*	X1671	201626	57541981	57547768	5788	+	0	inside	90	PDE12
chr3	57583026	57583159	134	*	X1673	378	57557090	57583215	26126	-	0	inside	55	ARF4
chr3	57741624	57742184	561	*	X1674	7871	57743174	57914894	171721	+	989	upstream	989	SLMAP
chr3	57994157	57994217	61	*	X1675	2317	57994127	58157982	163856	+	0	inside	29	FLNB
chr3	57994235	57994271	37	*	X1676	2317	57994127	58157982	163856	+	0	inside	107	FLNB
chr3	58291917	58292107	191	*	X1677	11102	58291972	58305920	13949	+	0	overlapStart	0	RPP14
chr3	58292251	58292262	12	*	X1678	11102	58291972	58305920	13949	+	0	inside	278	RPP14
chr3	58419134	58419440	307	*	X1679	5162	58413357	58419579	6223	-	0	inside	138	PDHB
chr3	58419553	58419570	18	*	X1680	5162	58413357	58419579	6223	-	0	inside	8	PDHB
chr3	61547252	61547328	77	*	X1681	5793	61547243	62280573	733331	+	0	inside	8	PTPRG
chr3	62305007	62305130	124	*	X1682	100506994	62247494	62304622	57129	-	384	upstream	384	PTPRG-AS1
chr3	62305007	62305130	124	*	X1682	57415	62304711	62319320	14610	+	0	inside	295	C3orf14
chr3	66024113	66024239	127	*	X1686	9223	65339906	66024509	684604	-	0	inside	269	MAGI1
chr3	66024410	66024544	135	*	X1687	9223	65339906	66024509	684604	-	0	overlapStart	0	MAGI1
chr3	66024669	66025026	358	*	X1688	9223	65339906	66024509	684604	-	159	upstream	159	MAGI1
chr3	67705017	67705185	169	*	X1690	8801	67410884	67705038	294155	-	0	overlapStart	0	SUCLG2
chr3	69063035	69063183	149	*	X1691	285203	69024368	69062774	38407	-	260	upstream	260	EOGT
chr3	69101295	69101379	85	*	X1692	7110	69068978	69101484	32507	-	0	inside	104	TMF1
chr3	71632550	71632874	325	*	X1694	27086	71003865	71633140	629276	-	0	inside	265	FOXP1
chr3	71633209	71633255	47	*	X1695	27086	71003865	71633140	629276	-	68	upstream	68	FOXP1
chr3	72496707	72496765	59	*	X1696	23429	72423744	72495774	72031	-	932	upstream	932	RYBP
chr3	72496783	72496806	24	*	X1697	23429	72423744	72495774	72031	-	1008	upstream	1008	RYBP
chr3	73045970	73046048	79	*	X1699	151987	73046119	73115011	68893	+	70	upstream	70	PPP4R2
chr3	73046065	73046078	14	*	X1700	151987	73046119	73115011	68893	+	40	upstream	40	PPP4R2
chr3	75834495	75834551	57	*	X1702	100131827	75758794	75834670	75877	-	0	inside	118	ZNF717
chr3	75834569	75834587	19	*	X1703	100131827	75758794	75834670	75877	-	0	inside	82	ZNF717
chr3	75834628	75834668	41	*	X1704	100131827	75758794	75834670	75877	-	0	inside	1	ZNF717
chr3	81810440	81810707	268	*	X1706	2632	81538850	81810950	272101	-	0	inside	242	GBE1
chr3	87276466	87276478	13	*	X1707	100616161	87275339	87275427	89	-	1038	upstream	1038	MIR4795
chr3	87276466	87276478	13	*	X1707	25978	87276413	87304698	28286	+	0	inside	52	CHMP2B
chr3	87276492	87276542	51	*	X1708	100616161	87275339	87275427	89	-	1064	upstream	1064	MIR4795
chr3	87276492	87276542	51	*	X1708	25978	87276413	87304698	28286	+	0	inside	78	CHMP2B
chr3	88198802	88199228	427	*	X1709	285237	88198893	88207115	8223	+	0	overlapStart	0	C3orf38
chr3	88198802	88199228	427	*	X1709	8545	88101100	88199016	97917	-	0	overlapStart	0	CGGBP1
chr3	97483258	97483469	212	*	X1710	84100	97483595	97519953	36359	+	125	upstream	125	ARL6
chr3	97483493	97483676	184	*	X1711	84100	97483595	97519953	36359	+	0	overlapStart	0	ARL6
chr3	98241651	98241774	124	*	X1713	56650	98225321	98241910	16590	-	0	inside	135	CLDND1
chr3	98241918	98241965	48	*	X1714	56650	98225321	98241910	16590	-	7	upstream	7	CLDND1
chr3	98241989	98242008	20	*	X1715	56650	98225321	98241910	16590	-	78	upstream	78	CLDND1
chr3	98312509	98312667	159	*	X1716	1371	98298290	98312455	14166	-	53	upstream	53	CPOX
chr3	98312831	98312910	80	*	X1717	1371	98298290	98312455	14166	-	375	upstream	375	CPOX
chr3	99536317	99536335	19	*	X1718	84319	99536678	99897476	360799	+	342	upstream	342	CMSS1
chr3	99536353	99536496	144	*	X1719	84319	99536678	99897476	360799	+	181	upstream	181	CMSS1
chr3	99536789	99536800	12	*	X1720	84319	99536678	99897476	360799	+	0	inside	110	CMSS1
chr3	99979832	99979952	121	*	X1721	55773	99979661	100044096	64436	+	0	inside	170	TBC1D23
chr3	100211203	100211229	27	*	X1722	55076	100211463	100296285	84823	+	233	upstream	233	TMEM45A
chr3	100211681	100211717	37	*	X1723	55076	100211463	100296285	84823	+	0	inside	217	TMEM45A
chr3	101280693	101280723	31	*	X1724	54931	101280680	101285290	4611	+	0	inside	12	TRMT10C
chr3	101280799	101280837	39	*	X1725	54931	101280680	101285290	4611	+	0	inside	118	TRMT10C
chr3	101292411	101292431	21	*	X1726	57092	101293042	101313281	20240	+	610	upstream	610	PCNP
chr3	101292782	101292796	15	*	X1727	57092	101293042	101313281	20240	+	245	upstream	245	PCNP
chr3	101292909	101293100	192	*	X1728	57092	101293042	101313281	20240	+	0	overlapStart	0	PCNP
chr3	101394991	101395024	34	*	X1729	100009676	101395274	101398057	2784	+	249	upstream	249	ZBTB11-AS1
chr3	101395041	101395101	61	*	X1730	100009676	101395274	101398057	2784	+	172	upstream	172	ZBTB11-AS1
chr3	101395341	101395424	84	*	X1731	100009676	101395274	101398057	2784	+	0	inside	66	ZBTB11-AS1
chr3	101395436	101395489	54	*	X1732	100009676	101395274	101398057	2784	+	0	inside	161	ZBTB11-AS1
chr3	101395892	101396068	177	*	X1733	27107	101368283	101395988	27706	-	0	overlapStart	0	ZBTB11
chr3	105085773	105085786	14	*	X1735	214	105085557	105295757	210201	+	0	inside	215	ALCAM
chr3	107810562	107810790	229	*	X1738	961	107761941	107809935	47995	-	626	upstream	626	CD47
chr3	110790485	110790558	74	*	X1739	100506555	110764163	110788806	24644	-	1678	upstream	1678	NECTIN3-AS1
chr3	110790485	110790558	74	*	X1739	25945	110790606	110913016	122411	+	47	upstream	47	NECTIN3
chr3	111697909	111698012	104	*	X1742	55347	111697723	111712215	14493	+	0	inside	185	ABHD10
chr3	112280685	112281087	403	*	X1743	55032	112280857	112303284	22428	+	0	overlapStart	0	SLC35A5
chr3	112280685	112281087	403	*	X1743	64422	112251357	112280485	29129	-	199	upstream	199	ATG3
chr3	112281178	112281303	126	*	X1744	64422	112251357	112280485	29129	-	692	upstream	692	ATG3
chr3	112281361	112281372	12	*	X1745	64422	112251357	112280485	29129	-	875	upstream	875	ATG3
chr3	112709735	112709926	192	*	X1746	29083	112709800	112720221	10422	+	0	overlapStart	0	GTPBP8
chr3	112738152	112738573	422	*	X1748	25871	112721292	112738555	17264	-	0	overlapStart	0	NEPRO
chr3	112930582	112930780	199	*	X1749	91653	112930412	113006305	75894	+	0	inside	169	BOC
chr3	113464909	113465041	133	*	X1751	523	113465866	113530905	65040	+	824	upstream	824	ATP6V1A
chr3	113464909	113465041	133	*	X1751	80218	113435307	113465120	29814	-	0	inside	78	NAA50
chr3	113465146	113465196	51	*	X1752	523	113465866	113530905	65040	+	669	upstream	669	ATP6V1A
chr3	113465146	113465196	51	*	X1752	80218	113435307	113465120	29814	-	25	upstream	25	NAA50
chr3	119182422	119182670	249	*	X1753	55254	119147807	119182529	34723	-	0	overlapStart	0	TMEM39A
chr3	119182684	119182711	28	*	X1754	55254	119147807	119182529	34723	-	154	upstream	154	TMEM39A
chr3	119187672	119187807	136	*	X1755	56983	119187785	119213554	25770	+	0	overlapStart	0	POGLUT1
chr3	119814413	119814584	172	*	X1756	2932	119540802	119813264	272463	-	1148	upstream	1148	GSK3B
chr3	120170554	120170572	19	*	X1757	11167	120113061	120169918	56858	-	635	upstream	635	FSTL1
chr3	120460888	120460900	13	*	X1758	2960	120461558	120501916	40359	+	657	upstream	657	GTF2E1
chr3	120460912	120460930	19	*	X1759	2960	120461558	120501916	40359	+	627	upstream	627	GTF2E1
chr3	120460943	120460954	12	*	X1760	2960	120461558	120501916	40359	+	603	upstream	603	GTF2E1
chr3	120626874	120626879	6	*	X1761	9515	120627050	121143608	516559	+	170	upstream	170	STXBP5L
chr3	120627104	120627465	362	*	X1762	9515	120627050	121143608	516559	+	0	inside	53	STXBP5L
chr3	121264857	121264870	14	*	X1763	10721	121150273	121264853	114581	-	3	upstream	3	POLQ
chr3	122102927	122102937	11	*	X1764	131076	122078436	122102074	23639	-	852	upstream	852	CCDC58
chr3	122102927	122102937	11	*	X1764	26355	122103023	122128961	25939	+	85	upstream	85	FAM162A
chr3	122103049	122103189	141	*	X1765	131076	122078436	122102074	23639	-	974	upstream	974	CCDC58
chr3	122103049	122103189	141	*	X1765	26355	122103023	122128961	25939	+	0	inside	25	FAM162A
chr3	122233653	122233790	138	*	X1766	3836	122140748	122233786	93039	-	0	overlapStart	0	KPNA1
chr3	122512661	122512701	41	*	X1767	79663	122458844	122512666	53823	-	0	overlapStart	0	HSPBAP1
chr3	122512661	122512701	41	*	X1767	84925	122513901	122599986	86086	+	1199	upstream	1199	SLC49A4
chr3	122512763	122512780	18	*	X1768	79663	122458844	122512666	53823	-	96	upstream	96	HSPBAP1
chr3	122512763	122512780	18	*	X1768	84925	122513901	122599986	86086	+	1120	upstream	1120	SLC49A4
chr3	123679989	123680017	29	*	X1770	64770	123632274	123680255	47982	-	0	inside	237	CCDC14
chr3	123680034	123680052	19	*	X1771	64770	123632274	123680255	47982	-	0	inside	202	CCDC14
chr3	124449251	124449314	64	*	X1773	7372	124449213	124468119	18907	+	0	inside	37	UMPS
chr3	124606180	124606228	49	*	X1774	3693	124481795	124606144	124350	-	35	upstream	35	ITGB5
chr3	125094085	125094392	308	*	X1775	7707	124944513	125094198	149686	-	0	overlapStart	0	ZNF148
chr3	127309493	127309543	51	*	X1780	131601	127291907	127309602	17696	-	0	inside	58	TPRA1
chr3	127317215	127317294	80	*	X1781	4171	127317200	127341278	24079	+	0	inside	14	MCM2
chr3	127317327	127317399	73	*	X1782	4171	127317200	127341278	24079	+	0	inside	126	MCM2
chr3	127872085	127872295	211	*	X1784	60678	127872313	128127489	255177	+	17	upstream	17	EEFSEC
chr3	128399660	128399680	21	*	X1786	6184	128338813	128399918	61106	-	0	inside	237	RPN1
chr3	128399693	128399717	25	*	X1787	6184	128338813	128399918	61106	-	0	inside	200	RPN1
chr3	128444821	128445068	248	*	X1788	7879	128444979	128533641	88663	+	0	overlapStart	0	RAB7A
chr3	128879828	128880334	507	*	X1792	100534599	128806412	128880073	73662	-	0	overlapStart	0	ISY1-RAB43
chr3	128879828	128880334	507	*	X1792	57461	128846259	128880073	33815	-	0	overlapStart	0	ISY1
chr3	128902637	128902720	84	*	X1793	7555	128886658	128902810	16153	-	0	inside	89	CNBP
chr3	128902740	128902763	24	*	X1794	7555	128886658	128902810	16153	-	0	inside	46	CNBP
chr3	128902788	128902794	7	*	X1795	7555	128886658	128902810	16153	-	0	inside	15	CNBP
chr3	128902940	128902993	54	*	X1796	7555	128886658	128902810	16153	-	129	upstream	129	CNBP
chr3	128968307	128968552	246	*	X1797	22820	128968453	128996616	28164	+	0	overlapStart	0	COPG1
chr3	128997814	128997907	94	*	X1798	56941	128997684	129024135	26452	+	0	inside	129	HMCES
chr3	129033682	129033704	23	*	X1799	339942	129035114	129043412	8299	+	1409	upstream	1409	H1-10-AS1
chr3	129033852	129033884	33	*	X1800	339942	129035114	129043412	8299	+	1229	upstream	1229	H1-10-AS1
chr3	129033937	129033999	63	*	X1801	339942	129035114	129043412	8299	+	1114	upstream	1114	H1-10-AS1
chr3	129034060	129034153	94	*	X1802	339942	129035114	129043412	8299	+	960	upstream	960	H1-10-AS1
chr3	129158744	129158827	84	*	X1803	55764	129158968	129239191	80224	+	140	upstream	140	IFT122
chr3	129158744	129158827	84	*	X1803	8930	129149787	129159022	9236	-	0	inside	194	MBD4
chr3	131221536	131222042	507	*	X1804	11222	131181045	131221860	40816	-	0	overlapStart	0	MRPL3
chr3	132136202	132136435	234	*	X1805	23317	132136553	132257876	121324	+	117	upstream	117	DNAJC13
chr3	132378866	132379402	537	*	X1806	84129	132276982	132378975	101994	-	0	overlapStart	0	ACAD11
chr3	132440784	132440920	137	*	X1807	348808	132441186	132593050	151865	+	265	upstream	265	NPHP3-AS1
chr3	132441172	132441198	27	*	X1808	27031	132399453	132441303	41851	-	0	inside	104	NPHP3
chr3	132441172	132441198	27	*	X1808	348808	132441186	132593050	151865	+	0	overlapStart	0	NPHP3-AS1
chr3	133292450	133292604	155	*	X1809	55573	133292434	133309118	16685	+	0	inside	15	CDV3
chr3	133969829	133969846	18	*	X1811	6259	133875978	133969586	93609	-	242	upstream	242	RYK
chr3	134204350	134204364	15	*	X1814	80254	134204575	134293855	89281	+	210	upstream	210	CEP63
chr3	134204504	134204517	14	*	X1815	80254	134204575	134293855	89281	+	57	upstream	57	CEP63
chr3	134204654	134204666	13	*	X1816	25847	134196546	134204865	8320	-	0	inside	198	ANAPC13
chr3	134204654	134204666	13	*	X1816	80254	134204575	134293855	89281	+	0	inside	78	CEP63
chr3	134204875	134204925	51	*	X1817	25847	134196546	134204865	8320	-	9	upstream	9	ANAPC13
chr3	135969176	135969298	123	*	X1818	5096	135969167	136056737	87571	+	0	inside	8	PCCB
chr3	136471306	136471341	36	*	X1821	10274	136055999	136471245	415247	-	60	upstream	60	STAG1
chr3	137893546	137893567	22	*	X1823	51163	137879830	137893791	13962	-	0	inside	223	DBR1
chr3	137893590	137893707	118	*	X1824	51163	137879830	137893791	13962	-	0	inside	83	DBR1
chr3	137906174	137906449	276	*	X1825	25852	137906115	138017228	111114	+	0	inside	58	ARMC8
chr3	140660806	140660842	37	*	X1828	55186	140660662	140698785	38124	+	0	inside	143	SLC25A36
chr3	140660862	140660877	16	*	X1829	55186	140660662	140698785	38124	+	0	inside	199	SLC25A36
chr3	140660938	140660978	41	*	X1830	55186	140660662	140698785	38124	+	0	inside	275	SLC25A36
chr3	140770898	140770956	59	*	X1832	92369	140770743	140867453	96711	+	0	inside	154	SPSB4
chr3	141457130	141457370	241	*	X1833	9616	141457051	141465645	8595	+	0	inside	78	RNF7
chr3	141595592	141595656	65	*	X1834	483	141595470	141645382	49913	+	0	inside	121	ATP1B3
chr3	141595708	141595735	28	*	X1835	483	141595470	141645382	49913	+	0	inside	237	ATP1B3
chr3	141944217	141944428	212	*	X1836	256356	141876369	141944449	68081	-	0	inside	20	GK5
chr3	141944593	141944621	29	*	X1837	256356	141876369	141944449	68081	-	143	upstream	143	GK5
chr3	142166797	142167050	254	*	X1838	54464	142025449	142166853	141405	-	0	overlapStart	0	XRN1
chr3	142297435	142297672	238	*	X1839	545	142168077	142297668	129592	-	0	overlapStart	0	ATR
chr3	142297788	142297902	115	*	X1840	545	142168077	142297668	129592	-	119	upstream	119	ATR
chr3	142315113	142315125	13	*	X1841	5357	142315229	142432505	117277	+	103	upstream	103	PLS1
chr3	142315204	142315318	115	*	X1842	5357	142315229	142432505	117277	+	0	overlapStart	0	PLS1
chr3	142315338	142315454	117	*	X1843	5357	142315229	142432505	117277	+	0	inside	108	PLS1
chr3	142683063	142683086	24	*	X1844	344838	142680074	142682178	2105	-	884	upstream	884	PAQR9
chr3	142720128	142720630	503	*	X1845	100289361	142719687	142720309	623	-	0	overlapStart	0	LOC100289361
chr3	142720128	142720630	503	*	X1845	23350	142720372	142779567	59196	+	0	overlapStart	0	U2SURP
chr3	142720642	142720678	37	*	X1846	100289361	142719687	142720309	623	-	332	upstream	332	LOC100289361
chr3	142720642	142720678	37	*	X1846	23350	142720372	142779567	59196	+	0	inside	269	U2SURP
chr3	143690684	143690978	295	*	X1850	205428	143690640	143711210	20571	+	0	inside	43	DIPK2A
chr3	145879120	145879329	210	*	X1851	5352	145787228	145879282	92055	-	0	overlapStart	0	PLOD2
chr3	149374682	149374740	59	*	X1852	100128025	149375997	149379149	3153	+	1256	upstream	1256	WWTR1-AS1
chr3	149375317	149375340	24	*	X1853	100128025	149375997	149379149	3153	+	656	upstream	656	WWTR1-AS1
chr3	149470104	149470526	423	*	X1854	51122	149456257	149470286	14030	-	0	overlapStart	0	COMMD2
chr3	149688661	149688690	30	*	X1855	5217	149682691	149688741	6051	-	0	inside	50	PFN2
chr3	149688661	149688690	30	*	X1855	646903	149689066	149691029	1964	+	375	upstream	375	LOC646903
chr3	150126800	150126864	65	*	X1856	9819	150126788	150177615	50828	+	0	inside	11	TSC22D2
